prov_name,city_name,date,cum_confirmed,cum_cured,cum_dead
安徽省,安庆市,2020/1/23,1,0,0
安徽省,安庆市,2020/1/24,4,0,0
安徽省,安庆市,2020/1/25,5,0,0
安徽省,安庆市,2020/1/26,8,0,0
安徽省,安庆市,2020/1/27,8,0,0
安徽省,安庆市,2020/1/28,18,0,0
安徽省,安庆市,2020/1/29,24,0,0
安徽省,安庆市,2020/1/30,24,0,0
安徽省,安庆市,2020/1/31,37,0,0
安徽省,安庆市,2020/2/1,31,0,0
安徽省,安庆市,2020/2/2,43,0,0
安徽省,安庆市,2020/2/3,47,0,0
安徽省,安庆市,2020/2/4,55,3,0
安徽省,安庆市,2020/2/5,56,3,0
安徽省,安庆市,2020/2/6,60,3,0
安徽省,安庆市,2020/2/7,66,6,0
安徽省,安庆市,2020/2/8,71,6,0
安徽省,安庆市,2020/2/9,75,12,0
安徽省,安庆市,2020/2/10,78,15,0
安徽省,安庆市,2020/2/11,80,15,0
安徽省,安庆市,2020/2/12,80,15,0
安徽省,安庆市,2020/2/13,80,29,0
安徽省,安庆市,2020/2/14,81,32,0
安徽省,安庆市,2020/2/15,82,33,0
安徽省,安庆市,2020/2/16,82,34,0
安徽省,安庆市,2020/2/17,83,34,0
安徽省,安庆市,2020/2/18,83,39,0
安徽省,安庆市,2020/2/19,83,53,0
安徽省,安庆市,2020/2/20,83,55,0
安徽省,安庆市,2020/2/21,83,61,0
安徽省,安庆市,2020/2/22,83,65,0
安徽省,安庆市,2020/2/23,83,69,0
安徽省,安庆市,2020/2/24,83,69,0
安徽省,安庆市,2020/2/25,83,74,0
安徽省,安庆市,2020/2/26,83,79,0
安徽省,安庆市,2020/2/27,83,80,0
安徽省,安庆市,2020/2/28,83,80,0
安徽省,安庆市,2020/2/29,83,80,0
安徽省,安庆市,2020/3/1,83,82,0
安徽省,安庆市,2020/3/2,83,82,0
安徽省,安庆市,2020/3/3,83,82,0
安徽省,安庆市,2020/3/4,83,83,0
安徽省,安庆市,2020/3/5,83,83,0
安徽省,安庆市,2020/3/6,83,83,0
安徽省,安庆市,2020/3/7,83,83,0
安徽省,安庆市,2020/3/8,83,83,0
安徽省,安庆市,2020/3/9,83,83,0
安徽省,安庆市,2020/3/10,83,83,0
安徽省,安庆市,2020/3/11,83,83,0
安徽省,安庆市,2020/3/12,83,83,0
安徽省,蚌埠市,2020/1/23,1,0,0
安徽省,蚌埠市,2020/1/24,1,0,0
安徽省,蚌埠市,2020/1/25,1,0,0
安徽省,蚌埠市,2020/1/26,3,0,0
安徽省,蚌埠市,2020/1/27,3,0,0
安徽省,蚌埠市,2020/1/28,3,0,0
安徽省,蚌埠市,2020/1/29,8,0,0
安徽省,蚌埠市,2020/1/30,15,0,0
安徽省,蚌埠市,2020/1/31,16,0,0
安徽省,蚌埠市,2020/2/1,16,0,0
安徽省,蚌埠市,2020/2/2,26,0,0
安徽省,蚌埠市,2020/2/3,37,0,0
安徽省,蚌埠市,2020/2/4,43,0,0
安徽省,蚌埠市,2020/2/5,48,0,0
安徽省,蚌埠市,2020/2/6,64,0,0
安徽省,蚌埠市,2020/2/7,88,1,0
安徽省,蚌埠市,2020/2/8,99,1,0
安徽省,蚌埠市,2020/2/9,115,1,1
安徽省,蚌埠市,2020/2/10,126,2,3
安徽省,蚌埠市,2020/2/11,134,2,3
安徽省,蚌埠市,2020/2/12,141,2,3
安徽省,蚌埠市,2020/2/13,146,3,4
安徽省,蚌埠市,2020/2/14,149,3,5
安徽省,蚌埠市,2020/2/15,153,7,5
安徽省,蚌埠市,2020/2/16,157,9,5
安徽省,蚌埠市,2020/2/17,158,13,5
安徽省,蚌埠市,2020/2/18,158,30,5
安徽省,蚌埠市,2020/2/19,160,56,5
安徽省,蚌埠市,2020/2/20,160,81,5
安徽省,蚌埠市,2020/2/21,160,101,5
安徽省,蚌埠市,2020/2/22,160,107,5
安徽省,蚌埠市,2020/2/23,160,113,5
安徽省,蚌埠市,2020/2/24,160,119,5
安徽省,蚌埠市,2020/2/25,160,127,5
安徽省,蚌埠市,2020/2/26,160,136,5
安徽省,蚌埠市,2020/2/27,160,141,5
安徽省,蚌埠市,2020/2/28,160,136,5
安徽省,蚌埠市,2020/2/29,160,141,5
安徽省,蚌埠市,2020/3/1,160,144,5
安徽省,蚌埠市,2020/3/2,160,146,5
安徽省,蚌埠市,2020/3/3,160,152,5
安徽省,蚌埠市,2020/3/4,160,155,5
安徽省,蚌埠市,2020/3/5,160,155,5
安徽省,蚌埠市,2020/3/6,160,155,5
安徽省,蚌埠市,2020/3/7,160,155,5
安徽省,蚌埠市,2020/3/8,160,155,5
安徽省,蚌埠市,2020/3/9,160,155,5
安徽省,蚌埠市,2020/3/10,160,155,5
安徽省,蚌埠市,2020/3/11,160,155,5
安徽省,蚌埠市,2020/3/12,160,155,5
安徽省,亳州市,2020/1/23,1,0,0
安徽省,亳州市,2020/1/24,4,0,0
安徽省,亳州市,2020/1/25,6,0,0
安徽省,亳州市,2020/1/26,6,0,0
安徽省,亳州市,2020/1/27,8,0,0
安徽省,亳州市,2020/1/28,15,0,0
安徽省,亳州市,2020/1/29,20,1,0
安徽省,亳州市,2020/1/30,20,1,0
安徽省,亳州市,2020/1/31,25,1,0
安徽省,亳州市,2020/2/1,25,2,0
安徽省,亳州市,2020/2/2,30,2,0
安徽省,亳州市,2020/2/3,39,2,0
安徽省,亳州市,2020/2/4,48,2,0
安徽省,亳州市,2020/2/5,58,2,0
安徽省,亳州市,2020/2/6,66,5,0
安徽省,亳州市,2020/2/7,72,5,0
安徽省,亳州市,2020/2/8,81,5,0
安徽省,亳州市,2020/2/9,87,5,0
安徽省,亳州市,2020/2/10,92,7,0
安徽省,亳州市,2020/2/11,92,7,0
安徽省,亳州市,2020/2/12,97,12,0
安徽省,亳州市,2020/2/13,100,16,0
安徽省,亳州市,2020/2/14,106,19,0
安徽省,亳州市,2020/2/15,107,25,0
安徽省,亳州市,2020/2/16,108,35,0
安徽省,亳州市,2020/2/17,108,35,0
安徽省,亳州市,2020/2/18,108,47,0
安徽省,亳州市,2020/2/19,108,65,0
安徽省,亳州市,2020/2/20,108,70,0
安徽省,亳州市,2020/2/21,108,73,0
安徽省,亳州市,2020/2/22,108,80,0
安徽省,亳州市,2020/2/23,108,81,0
安徽省,亳州市,2020/2/24,108,87,0
安徽省,亳州市,2020/2/25,108,89,0
安徽省,亳州市,2020/2/26,108,99,0
安徽省,亳州市,2020/2/27,108,100,0
安徽省,亳州市,2020/2/28,108,99,0
安徽省,亳州市,2020/2/29,108,100,0
安徽省,亳州市,2020/3/1,108,103,0
安徽省,亳州市,2020/3/2,108,107,0
安徽省,亳州市,2020/3/3,108,107,0
安徽省,亳州市,2020/3/4,108,107,0
安徽省,亳州市,2020/3/5,108,108,0
安徽省,亳州市,2020/3/6,108,108,0
安徽省,亳州市,2020/3/7,108,108,0
安徽省,亳州市,2020/3/8,108,108,0
安徽省,亳州市,2020/3/9,108,108,0
安徽省,亳州市,2020/3/10,108,108,0
安徽省,亳州市,2020/3/11,108,108,0
安徽省,亳州市,2020/3/12,108,108,0
安徽省,池州市,2020/1/23,1,0,0
安徽省,池州市,2020/1/24,1,0,0
安徽省,池州市,2020/1/25,1,0,0
安徽省,池州市,2020/1/26,1,0,0
安徽省,池州市,2020/1/27,1,0,0
安徽省,池州市,2020/1/28,1,0,0
安徽省,池州市,2020/1/29,2,0,0
安徽省,池州市,2020/1/30,4,0,0
安徽省,池州市,2020/1/31,4,0,0
安徽省,池州市,2020/2/1,4,0,0
安徽省,池州市,2020/2/2,6,0,0
安徽省,池州市,2020/2/3,6,1,0
安徽省,池州市,2020/2/4,10,1,0
安徽省,池州市,2020/2/5,11,1,0
安徽省,池州市,2020/2/6,11,1,0
安徽省,池州市,2020/2/7,11,1,0
安徽省,池州市,2020/2/8,11,1,0
安徽省,池州市,2020/2/9,12,1,0
安徽省,池州市,2020/2/10,15,3,0
安徽省,池州市,2020/2/11,15,3,0
安徽省,池州市,2020/2/12,16,3,0
安徽省,池州市,2020/2/13,16,3,0
安徽省,池州市,2020/2/14,17,4,0
安徽省,池州市,2020/2/15,17,4,0
安徽省,池州市,2020/2/16,17,6,0
安徽省,池州市,2020/2/17,17,6,0
安徽省,池州市,2020/2/18,17,6,0
安徽省,池州市,2020/2/19,17,10,0
安徽省,池州市,2020/2/20,17,10,0
安徽省,池州市,2020/2/21,17,10,0
安徽省,池州市,2020/2/22,17,10,0
安徽省,池州市,2020/2/23,17,13,0
安徽省,池州市,2020/2/24,17,13,0
安徽省,池州市,2020/2/25,17,13,0
安徽省,池州市,2020/2/26,17,13,0
安徽省,池州市,2020/2/27,17,13,0
安徽省,池州市,2020/2/28,17,13,0
安徽省,池州市,2020/2/29,17,13,0
安徽省,池州市,2020/3/1,17,13,0
安徽省,池州市,2020/3/2,17,15,0
安徽省,池州市,2020/3/3,17,16,0
安徽省,池州市,2020/3/4,17,16,0
安徽省,池州市,2020/3/5,17,17,0
安徽省,池州市,2020/3/6,17,17,0
安徽省,池州市,2020/3/7,17,17,0
安徽省,池州市,2020/3/8,17,17,0
安徽省,池州市,2020/3/9,17,17,0
安徽省,池州市,2020/3/10,17,17,0
安徽省,池州市,2020/3/11,17,17,0
安徽省,池州市,2020/3/12,17,17,0
安徽省,滁州市,2020/1/23,1,0,0
安徽省,滁州市,2020/1/24,2,0,0
安徽省,滁州市,2020/1/25,2,0,0
安徽省,滁州市,2020/1/26,2,0,0
安徽省,滁州市,2020/1/27,4,0,0
安徽省,滁州市,2020/1/28,4,0,0
安徽省,滁州市,2020/1/29,4,0,0
安徽省,滁州市,2020/1/30,4,0,0
安徽省,滁州市,2020/1/31,6,0,0
安徽省,滁州市,2020/2/1,6,0,0
安徽省,滁州市,2020/2/2,6,0,0
安徽省,滁州市,2020/2/3,8,1,0
安徽省,滁州市,2020/2/4,11,1,0
安徽省,滁州市,2020/2/5,11,1,0
安徽省,滁州市,2020/2/6,11,2,0
安徽省,滁州市,2020/2/7,11,2,0
安徽省,滁州市,2020/2/8,11,2,0
安徽省,滁州市,2020/2/9,11,2,0
安徽省,滁州市,2020/2/10,12,3,0
安徽省,滁州市,2020/2/11,12,4,0
安徽省,滁州市,2020/2/12,12,4,0
安徽省,滁州市,2020/2/13,13,4,0
安徽省,滁州市,2020/2/14,13,7,0
安徽省,滁州市,2020/2/15,13,7,0
安徽省,滁州市,2020/2/16,13,7,0
安徽省,滁州市,2020/2/17,13,7,0
安徽省,滁州市,2020/2/18,13,7,0
安徽省,滁州市,2020/2/19,13,8,0
安徽省,滁州市,2020/2/20,13,8,0
安徽省,滁州市,2020/2/21,13,8,0
安徽省,滁州市,2020/2/22,13,8,0
安徽省,滁州市,2020/2/23,13,9,0
安徽省,滁州市,2020/2/24,13,9,0
安徽省,滁州市,2020/2/25,13,9,0
安徽省,滁州市,2020/2/26,13,10,0
安徽省,滁州市,2020/2/27,13,10,0
安徽省,滁州市,2020/2/28,13,10,0
安徽省,滁州市,2020/2/29,13,10,0
安徽省,滁州市,2020/3/1,13,11,0
安徽省,滁州市,2020/3/2,13,11,0
安徽省,滁州市,2020/3/3,13,12,0
安徽省,滁州市,2020/3/4,13,13,0
安徽省,滁州市,2020/3/5,13,13,0
安徽省,滁州市,2020/3/6,13,13,0
安徽省,滁州市,2020/3/7,13,13,0
安徽省,滁州市,2020/3/8,13,13,0
安徽省,滁州市,2020/3/9,13,13,0
安徽省,滁州市,2020/3/10,13,13,0
安徽省,滁州市,2020/3/11,13,13,0
安徽省,滁州市,2020/3/12,13,13,0
安徽省,地区待确认,2020/2/28,0,2,0
安徽省,阜阳市,2020/1/23,2,0,0
安徽省,阜阳市,2020/1/24,7,0,0
安徽省,阜阳市,2020/1/25,10,0,0
安徽省,阜阳市,2020/1/26,10,0,0
安徽省,阜阳市,2020/1/27,21,0,0
安徽省,阜阳市,2020/1/28,23,0,0
安徽省,阜阳市,2020/1/29,28,0,0
安徽省,阜阳市,2020/1/30,38,0,0
安徽省,阜阳市,2020/1/31,47,0,0
安徽省,阜阳市,2020/2/1,47,0,0
安徽省,阜阳市,2020/2/2,59,0,0
安徽省,阜阳市,2020/2/3,65,0,0
安徽省,阜阳市,2020/2/4,79,3,0
安徽省,阜阳市,2020/2/5,84,3,0
安徽省,阜阳市,2020/2/6,95,7,0
安徽省,阜阳市,2020/2/7,105,9,0
安徽省,阜阳市,2020/2/8,113,11,0
安徽省,阜阳市,2020/2/9,118,13,0
安徽省,阜阳市,2020/2/10,125,13,0
安徽省,阜阳市,2020/2/11,132,17,0
安徽省,阜阳市,2020/2/12,138,17,0
安徽省,阜阳市,2020/2/13,142,23,0
安徽省,阜阳市,2020/2/14,146,28,0
安徽省,阜阳市,2020/2/15,150,28,0
安徽省,阜阳市,2020/2/16,152,37,0
安徽省,阜阳市,2020/2/17,153,41,0
安徽省,阜阳市,2020/2/18,154,47,0
安徽省,阜阳市,2020/2/19,155,79,0
安徽省,阜阳市,2020/2/20,155,90,0
安徽省,阜阳市,2020/2/21,155,99,0
安徽省,阜阳市,2020/2/22,155,102,0
安徽省,阜阳市,2020/2/23,155,104,0
安徽省,阜阳市,2020/2/24,155,109,0
安徽省,阜阳市,2020/2/25,155,112,0
安徽省,阜阳市,2020/2/26,155,119,0
安徽省,阜阳市,2020/2/27,155,128,0
安徽省,阜阳市,2020/2/28,155,128,0
安徽省,阜阳市,2020/2/29,155,128,0
安徽省,阜阳市,2020/3/1,155,134,0
安徽省,阜阳市,2020/3/2,155,145,0
安徽省,阜阳市,2020/3/3,155,151,0
安徽省,阜阳市,2020/3/4,155,155,0
安徽省,阜阳市,2020/3/5,155,155,0
安徽省,阜阳市,2020/3/6,155,155,0
安徽省,阜阳市,2020/3/7,155,155,0
安徽省,阜阳市,2020/3/8,155,155,0
安徽省,阜阳市,2020/3/9,155,155,0
安徽省,阜阳市,2020/3/10,155,155,0
安徽省,阜阳市,2020/3/11,155,155,0
安徽省,阜阳市,2020/3/12,155,155,0
安徽省,合肥市,2020/1/22,1,0,0
安徽省,合肥市,2020/1/23,6,0,0
安徽省,合肥市,2020/1/24,10,0,0
安徽省,合肥市,2020/1/25,13,0,0
安徽省,合肥市,2020/1/26,13,0,0
安徽省,合肥市,2020/1/27,16,0,0
安徽省,合肥市,2020/1/28,29,0,0
安徽省,合肥市,2020/1/29,39,1,0
安徽省,合肥市,2020/1/30,50,1,0
安徽省,合肥市,2020/1/31,59,1,0
安徽省,合肥市,2020/2/1,59,2,0
安徽省,合肥市,2020/2/2,59,2,0
安徽省,合肥市,2020/2/3,75,5,0
安徽省,合肥市,2020/2/4,81,5,0
安徽省,合肥市,2020/2/5,93,5,0
安徽省,合肥市,2020/2/6,104,7,0
安徽省,合肥市,2020/2/7,115,9,0
安徽省,合肥市,2020/2/8,128,11,0
安徽省,合肥市,2020/2/9,136,11,0
安徽省,合肥市,2020/2/10,147,15,0
安徽省,合肥市,2020/2/11,150,20,1
安徽省,合肥市,2020/2/12,157,28,1
安徽省,合肥市,2020/2/13,161,28,1
安徽省,合肥市,2020/2/14,166,38,1
安徽省,合肥市,2020/2/15,168,38,1
安徽省,合肥市,2020/2/16,169,43,1
安徽省,合肥市,2020/2/17,171,49,1
安徽省,合肥市,2020/2/18,173,71,1
安徽省,合肥市,2020/2/19,173,86,1
安徽省,合肥市,2020/2/20,174,97,1
安徽省,合肥市,2020/2/21,174,101,1
安徽省,合肥市,2020/2/22,174,103,1
安徽省,合肥市,2020/2/23,174,119,1
安徽省,合肥市,2020/2/24,174,127,1
安徽省,合肥市,2020/2/25,174,135,1
安徽省,合肥市,2020/2/26,174,139,1
安徽省,合肥市,2020/2/27,174,140,1
安徽省,合肥市,2020/2/28,174,138,1
安徽省,合肥市,2020/2/29,174,141,1
安徽省,合肥市,2020/3/1,174,144,1
安徽省,合肥市,2020/3/2,174,151,1
安徽省,合肥市,2020/3/3,174,157,1
安徽省,合肥市,2020/3/4,174,157,1
安徽省,合肥市,2020/3/5,174,165,1
安徽省,合肥市,2020/3/6,174,165,1
安徽省,合肥市,2020/3/7,174,171,1
安徽省,合肥市,2020/3/8,174,173,1
安徽省,合肥市,2020/3/9,174,173,1
安徽省,合肥市,2020/3/10,174,173,1
安徽省,合肥市,2020/3/11,174,173,1
安徽省,合肥市,2020/3/12,174,173,1
安徽省,淮北市,2020/1/25,1,0,0
安徽省,淮北市,2020/1/26,1,0,0
安徽省,淮北市,2020/1/27,2,0,0
安徽省,淮北市,2020/1/28,2,0,0
安徽省,淮北市,2020/1/29,2,0,0
安徽省,淮北市,2020/1/30,2,0,0
安徽省,淮北市,2020/1/31,6,0,0
安徽省,淮北市,2020/2/1,6,0,0
安徽省,淮北市,2020/2/2,6,0,0
安徽省,淮北市,2020/2/3,8,0,0
安徽省,淮北市,2020/2/4,11,0,0
安徽省,淮北市,2020/2/5,14,0,0
安徽省,淮北市,2020/2/6,17,0,0
安徽省,淮北市,2020/2/7,22,0,0
安徽省,淮北市,2020/2/8,22,1,0
安徽省,淮北市,2020/2/9,23,4,0
安徽省,淮北市,2020/2/10,23,5,0
安徽省,淮北市,2020/2/11,24,5,0
安徽省,淮北市,2020/2/12,24,5,0
安徽省,淮北市,2020/2/13,25,6,0
安徽省,淮北市,2020/2/14,25,6,0
安徽省,淮北市,2020/2/15,26,10,0
安徽省,淮北市,2020/2/16,26,10,0
安徽省,淮北市,2020/2/17,27,10,0
安徽省,淮北市,2020/2/18,27,13,0
安徽省,淮北市,2020/2/19,27,14,0
安徽省,淮北市,2020/2/20,27,15,0
安徽省,淮北市,2020/2/21,27,15,0
安徽省,淮北市,2020/2/22,27,17,0
安徽省,淮北市,2020/2/23,27,17,0
安徽省,淮北市,2020/2/24,27,20,0
安徽省,淮北市,2020/2/25,27,22,0
安徽省,淮北市,2020/2/26,27,22,0
安徽省,淮北市,2020/2/27,27,22,0
安徽省,淮北市,2020/2/28,27,22,0
安徽省,淮北市,2020/2/29,27,22,0
安徽省,淮北市,2020/3/1,27,24,0
安徽省,淮北市,2020/3/2,27,24,0
安徽省,淮北市,2020/3/3,27,24,0
安徽省,淮北市,2020/3/4,27,25,0
安徽省,淮北市,2020/3/5,27,27,0
安徽省,淮北市,2020/3/6,27,27,0
安徽省,淮北市,2020/3/7,27,27,0
安徽省,淮北市,2020/3/8,27,27,0
安徽省,淮北市,2020/3/9,27,27,0
安徽省,淮北市,2020/3/10,27,27,0
安徽省,淮北市,2020/3/11,27,27,0
安徽省,淮北市,2020/3/12,27,27,0
安徽省,淮南市,2020/1/25,1,0,0
安徽省,淮南市,2020/1/26,2,0,0
安徽省,淮南市,2020/1/27,2,0,0
安徽省,淮南市,2020/1/28,2,0,0
安徽省,淮南市,2020/1/29,6,0,0
安徽省,淮南市,2020/1/30,6,0,0
安徽省,淮南市,2020/1/31,6,0,0
安徽省,淮南市,2020/2/1,6,0,0
安徽省,淮南市,2020/2/2,6,0,0
安徽省,淮南市,2020/2/3,7,0,0
安徽省,淮南市,2020/2/4,8,0,0
安徽省,淮南市,2020/2/5,12,2,0
安徽省,淮南市,2020/2/6,12,2,0
安徽省,淮南市,2020/2/7,14,2,0
安徽省,淮南市,2020/2/8,21,3,0
安徽省,淮南市,2020/2/9,22,4,0
安徽省,淮南市,2020/2/10,23,4,0
安徽省,淮南市,2020/2/11,24,6,0
安徽省,淮南市,2020/2/12,24,6,0
安徽省,淮南市,2020/2/13,23,6,0
安徽省,淮南市,2020/2/14,23,6,0
安徽省,淮南市,2020/2/15,23,7,0
安徽省,淮南市,2020/2/16,24,8,0
安徽省,淮南市,2020/2/17,25,8,0
安徽省,淮南市,2020/2/18,27,11,0
安徽省,淮南市,2020/2/19,27,14,0
安徽省,淮南市,2020/2/20,27,14,0
安徽省,淮南市,2020/2/21,27,15,0
安徽省,淮南市,2020/2/22,27,15,0
安徽省,淮南市,2020/2/23,27,18,0
安徽省,淮南市,2020/2/24,27,18,0
安徽省,淮南市,2020/2/25,27,20,0
安徽省,淮南市,2020/2/26,27,21,0
安徽省,淮南市,2020/2/27,27,21,0
安徽省,淮南市,2020/2/28,27,21,0
安徽省,淮南市,2020/2/29,27,21,0
安徽省,淮南市,2020/3/1,27,21,0
安徽省,淮南市,2020/3/2,27,22,0
安徽省,淮南市,2020/3/3,27,24,0
安徽省,淮南市,2020/3/4,27,24,0
安徽省,淮南市,2020/3/5,27,24,0
安徽省,淮南市,2020/3/6,27,27,0
安徽省,淮南市,2020/3/7,27,27,0
安徽省,淮南市,2020/3/8,27,27,0
安徽省,淮南市,2020/3/9,27,27,0
安徽省,淮南市,2020/3/10,27,27,0
安徽省,淮南市,2020/3/11,27,27,0
安徽省,淮南市,2020/3/12,27,27,0
安徽省,黄山市,2020/1/25,1,0,0
安徽省,黄山市,2020/1/26,1,0,0
安徽省,黄山市,2020/1/27,4,0,0
安徽省,黄山市,2020/1/28,7,0,0
安徽省,黄山市,2020/1/29,7,0,0
安徽省,黄山市,2020/1/30,9,0,0
安徽省,黄山市,2020/1/31,9,0,0
安徽省,黄山市,2020/2/1,9,0,0
安徽省,黄山市,2020/2/2,9,0,0
安徽省,黄山市,2020/2/3,9,0,0
安徽省,黄山市,2020/2/4,9,0,0
安徽省,黄山市,2020/2/5,9,0,0
安徽省,黄山市,2020/2/6,9,0,0
安徽省,黄山市,2020/2/7,9,1,0
安徽省,黄山市,2020/2/8,9,1,0
安徽省,黄山市,2020/2/9,9,1,0
安徽省,黄山市,2020/2/10,9,1,0
安徽省,黄山市,2020/2/11,9,1,0
安徽省,黄山市,2020/2/12,9,1,0
安徽省,黄山市,2020/2/13,9,1,0
安徽省,黄山市,2020/2/14,9,1,0
安徽省,黄山市,2020/2/15,9,1,0
安徽省,黄山市,2020/2/16,9,1,0
安徽省,黄山市,2020/2/17,9,1,0
安徽省,黄山市,2020/2/18,9,3,0
安徽省,黄山市,2020/2/19,9,6,0
安徽省,黄山市,2020/2/20,9,6,0
安徽省,黄山市,2020/2/21,9,6,0
安徽省,黄山市,2020/2/22,9,6,0
安徽省,黄山市,2020/2/23,9,6,0
安徽省,黄山市,2020/2/24,9,6,0
安徽省,黄山市,2020/2/25,9,6,0
安徽省,黄山市,2020/2/26,9,6,0
安徽省,黄山市,2020/2/27,9,6,0
安徽省,黄山市,2020/2/28,9,6,0
安徽省,黄山市,2020/2/29,9,7,0
安徽省,黄山市,2020/3/1,9,7,0
安徽省,黄山市,2020/3/2,9,7,0
安徽省,黄山市,2020/3/3,9,8,0
安徽省,黄山市,2020/3/4,9,9,0
安徽省,黄山市,2020/3/5,9,9,0
安徽省,黄山市,2020/3/6,9,9,0
安徽省,黄山市,2020/3/7,9,9,0
安徽省,黄山市,2020/3/8,9,9,0
安徽省,黄山市,2020/3/9,9,9,0
安徽省,黄山市,2020/3/10,9,9,0
安徽省,黄山市,2020/3/11,9,9,0
安徽省,黄山市,2020/3/12,9,9,0
安徽省,六安市,2020/1/23,2,0,0
安徽省,六安市,2020/1/24,2,0,0
安徽省,六安市,2020/1/25,3,0,0
安徽省,六安市,2020/1/26,3,0,0
安徽省,六安市,2020/1/27,4,0,0
安徽省,六安市,2020/1/28,6,0,0
安徽省,六安市,2020/1/29,8,0,0
安徽省,六安市,2020/1/30,9,1,0
安徽省,六安市,2020/1/31,13,1,0
安徽省,六安市,2020/2/1,13,1,0
安徽省,六安市,2020/2/2,13,1,0
安徽省,六安市,2020/2/3,20,1,0
安徽省,六安市,2020/2/4,30,1,0
安徽省,六安市,2020/2/5,34,1,0
安徽省,六安市,2020/2/6,36,1,0
安徽省,六安市,2020/2/7,41,1,0
安徽省,六安市,2020/2/8,51,2,0
安徽省,六安市,2020/2/9,54,2,0
安徽省,六安市,2020/2/10,57,3,0
安徽省,六安市,2020/2/11,59,3,0
安徽省,六安市,2020/2/12,59,3,0
安徽省,六安市,2020/2/13,60,3,0
安徽省,六安市,2020/2/14,61,8,0
安徽省,六安市,2020/2/15,63,15,0
安徽省,六安市,2020/2/16,65,15,0
安徽省,六安市,2020/2/17,68,21,0
安徽省,六安市,2020/2/18,68,23,0
安徽省,六安市,2020/2/19,69,35,0
安徽省,六安市,2020/2/20,69,39,0
安徽省,六安市,2020/2/21,69,43,0
安徽省,六安市,2020/2/22,69,44,0
安徽省,六安市,2020/2/23,69,45,0
安徽省,六安市,2020/2/24,69,46,0
安徽省,六安市,2020/2/25,69,48,0
安徽省,六安市,2020/2/26,69,53,0
安徽省,六安市,2020/2/27,69,55,0
安徽省,六安市,2020/2/28,69,53,0
安徽省,六安市,2020/2/29,69,55,0
安徽省,六安市,2020/3/1,69,57,0
安徽省,六安市,2020/3/2,69,63,0
安徽省,六安市,2020/3/3,69,69,0
安徽省,六安市,2020/3/4,69,69,0
安徽省,六安市,2020/3/5,69,69,0
安徽省,六安市,2020/3/6,69,69,0
安徽省,六安市,2020/3/7,69,69,0
安徽省,六安市,2020/3/8,69,69,0
安徽省,六安市,2020/3/9,69,69,0
安徽省,六安市,2020/3/10,69,69,0
安徽省,六安市,2020/3/11,69,69,0
安徽省,六安市,2020/3/12,69,69,0
安徽省,马鞍山市,2020/1/24,4,0,0
安徽省,马鞍山市,2020/1/25,7,0,0
安徽省,马鞍山市,2020/1/26,7,0,0
安徽省,马鞍山市,2020/1/27,10,0,0
安徽省,马鞍山市,2020/1/28,11,0,0
安徽省,马鞍山市,2020/1/29,14,0,0
安徽省,马鞍山市,2020/1/30,14,0,0
安徽省,马鞍山市,2020/1/31,22,0,0
安徽省,马鞍山市,2020/2/1,22,0,0
安徽省,马鞍山市,2020/2/2,27,0,0
安徽省,马鞍山市,2020/2/3,28,1,0
安徽省,马鞍山市,2020/2/4,28,1,0
安徽省,马鞍山市,2020/2/5,30,1,0
安徽省,马鞍山市,2020/2/6,30,0,0
安徽省,马鞍山市,2020/2/7,30,0,0
安徽省,马鞍山市,2020/2/8,31,2,0
安徽省,马鞍山市,2020/2/9,31,2,0
安徽省,马鞍山市,2020/2/10,31,2,0
安徽省,马鞍山市,2020/2/11,32,4,0
安徽省,马鞍山市,2020/2/12,32,6,0
安徽省,马鞍山市,2020/2/13,32,8,0
安徽省,马鞍山市,2020/2/14,34,9,0
安徽省,马鞍山市,2020/2/15,35,10,0
安徽省,马鞍山市,2020/2/16,36,10,0
安徽省,马鞍山市,2020/2/17,36,12,0
安徽省,马鞍山市,2020/2/18,36,14,0
安徽省,马鞍山市,2020/2/19,37,15,0
安徽省,马鞍山市,2020/2/20,37,17,0
安徽省,马鞍山市,2020/2/21,38,19,0
安徽省,马鞍山市,2020/2/22,38,19,0
安徽省,马鞍山市,2020/2/23,38,20,0
安徽省,马鞍山市,2020/2/24,38,21,0
安徽省,马鞍山市,2020/2/25,38,25,0
安徽省,马鞍山市,2020/2/26,38,25,0
安徽省,马鞍山市,2020/2/27,38,30,0
安徽省,马鞍山市,2020/2/28,38,30,0
安徽省,马鞍山市,2020/2/29,38,33,0
安徽省,马鞍山市,2020/3/1,38,33,0
安徽省,马鞍山市,2020/3/2,38,34,0
安徽省,马鞍山市,2020/3/3,38,35,0
安徽省,马鞍山市,2020/3/4,38,35,0
安徽省,马鞍山市,2020/3/5,38,36,0
安徽省,马鞍山市,2020/3/6,38,38,0
安徽省,马鞍山市,2020/3/7,38,38,0
安徽省,马鞍山市,2020/3/8,38,38,0
安徽省,马鞍山市,2020/3/9,38,38,0
安徽省,马鞍山市,2020/3/10,38,38,0
安徽省,马鞍山市,2020/3/11,38,38,0
安徽省,马鞍山市,2020/3/12,38,38,0
安徽省,铜陵市,2020/1/24,3,0,0
安徽省,铜陵市,2020/1/25,3,0,0
安徽省,铜陵市,2020/1/26,3,0,0
安徽省,铜陵市,2020/1/27,9,0,0
安徽省,铜陵市,2020/1/28,9,0,0
